SnapshotDate,MetricDate,SubscriptionName,SubscriptionId,ResourceId,DeploymentId,DeploymentName,Application,ModelName,ModelVersion,SkuName,Region,PtuCapacity,MeanUtilizationPct,PeakUtilizationPct,Requests,ServerErrors5xx,Throttles429,MeanLatencyMs
2026-07-31,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-prod/providers/microsoft.cognitiveservices/accounts/contoso-foundry-prod,gpt-5-4-mini-triage,gpt-5-4-mini-triage,Clinical Summarisation,gpt-5.4-mini,2026-04-01,ProvisionedManaged,eastus,80.0,48.69,62.21,47035,51,503,627.56
2026-07-10,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-prod/providers/microsoft.cognitiveservices/accounts/contoso-foundry-prod,text-embedding-3-large,text-embedding-3-large,Clinical Summarisation,text-embedding-3-large,1,Standard,eastus,,,,16152,21,21,478.36
2026-07-20,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-prod/providers/microsoft.cognitiveservices/accounts/contoso-foundry-prod,text-embedding-3-large,text-embedding-3-large,Clinical Summarisation,text-embedding-3-large,1,Standard,eastus,,,,14804,14,12,628.24
2026-07-31,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-prod/providers/microsoft.cognitiveservices/accounts/contoso-foundry-prod,text-embedding-3-large,text-embedding-3-large,Clinical Summarisation,text-embedding-3-large,1,Standard,eastus,,,,16230,14,1,462.97
2026-07-10,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-claims/providers/microsoft.cognitiveservices/accounts/contoso-foundry-claims,gpt-5-4-claims,gpt-5-4-claims,Claims Triage,gpt-5.4,2026-04-01,ProvisionedManaged,eastus2,125.0,75.42,99.5,33771,27,241,1190.7
2026-07-20,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-claims/providers/microsoft.cognitiveservices/accounts/contoso-foundry-claims,gpt-5-4-claims,gpt-5-4-claims,Claims Triage,gpt-5.4,2026-04-01,ProvisionedManaged,eastus2,125.0,74.09,99.5,33281,39,108,1435.59
2026-07-31,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-claims/providers/microsoft.cognitiveservices/accounts/contoso-foundry-claims,gpt-5-4-claims,gpt-5-4-claims,Claims Triage,gpt-5.4,2026-04-01,ProvisionedManaged,eastus2,125.0,84.88,99.5,26299,32,173,1232.77
2026-07-10,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-claims/providers/microsoft.cognitiveservices/accounts/contoso-foundry-claims,gpt-4-1-legacy-claims,gpt-4-1-legacy-claims,Claims Triage,gpt-4.1,2025-04-14,Standard,eastus2,,,,11618,7,9,1573.39
2026-07-20,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-claims/providers/microsoft.cognitiveservices/accounts/contoso-foundry-claims,gpt-4-1-legacy-claims,gpt-4-1-legacy-claims,Claims Triage,gpt-4.1,2025-04-14,Standard,eastus2,,,,11809,11,2,1127.35
2026-07-31,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-claims/providers/microsoft.cognitiveservices/accounts/contoso-foundry-claims,gpt-4-1-legacy-claims,gpt-4-1-legacy-claims,Claims Triage,gpt-4.1,2025-04-14,Standard,eastus2,,,,9735,13,5,844.52
2026-07-10,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-member/providers/microsoft.cognitiveservices/accounts/contoso-foundry-member,gpt-5-4-mini-member,gpt-5-4-mini-member,Member Support Assistant,gpt-5.4-mini,2026-04-01,DataZoneProvisionedManaged,westeurope,50.0,26.28,33.85,23204,46,274,655.85
2026-07-20,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-member/providers/microsoft.cognitiveservices/accounts/contoso-foundry-member,gpt-5-4-mini-member,gpt-5-4-mini-member,Member Support Assistant,gpt-5.4-mini,2026-04-01,DataZoneProvisionedManaged,westeurope,50.0,26.89,34.5,21930,22,175,532.86
2026-07-31,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-member/providers/microsoft.cognitiveservices/accounts/contoso-foundry-member,gpt-5-4-mini-member,gpt-5-4-mini-member,Member Support Assistant,gpt-5.4-mini,2026-04-01,DataZoneProvisionedManaged,westeurope,50.0,26.65,37.81,23749,40,94,759.06
2026-07-10,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-member/providers/microsoft.cognitiveservices/accounts/contoso-foundry-member,whisper-member,whisper-member,Member Support Assistant,whisper,001,Standard,westeurope,,,,7016,4,10,1403.64
2026-07-20,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-member/providers/microsoft.cognitiveservices/accounts/contoso-foundry-member,whisper-member,whisper-member,Member Support Assistant,whisper,001,Standard,westeurope,,,,7341,11,3,909.21
2026-07-31,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-member/providers/microsoft.cognitiveservices/accounts/contoso-foundry-member,whisper-member,whisper-member,Member Support Assistant,whisper,001,Standard,westeurope,,,,8592,14,7,1608.97
2026-07-10,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-analytics/providers/microsoft.cognitiveservices/accounts/contoso-foundry-analytics,gpt-5-4-analytics,gpt-5-4-analytics,Analytics Copilot,gpt-5.4,2026-04-01,ProvisionedManaged,eastus,25.0,19.24,24.44,14972,7,91,821.7
2026-07-20,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-analytics/providers/microsoft.cognitiveservices/accounts/contoso-foundry-analytics,gpt-5-4-analytics,gpt-5-4-analytics,Analytics Copilot,gpt-5.4,2026-04-01,ProvisionedManaged,eastus,25.0,19.61,24.76,12610,17,116,1164.11
2026-07-31,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-analytics/providers/microsoft.cognitiveservices/accounts/contoso-foundry-analytics,gpt-5-4-analytics,gpt-5-4-analytics,Analytics Copilot,gpt-5.4,2026-04-01,ProvisionedManaged,eastus,25.0,26.61,35.72,15544,31,143,1648.23
2026-07-10,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-analytics/providers/microsoft.cognitiveservices/accounts/contoso-foundry-analytics,o4-mini-analytics,o4-mini-analytics,Analytics Copilot,o4-mini,2025-04-16,Standard,eastus,,,,5124,4,4,698.28
2026-07-20,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-analytics/providers/microsoft.cognitiveservices/accounts/contoso-foundry-analytics,o4-mini-analytics,o4-mini-analytics,Analytics Copilot,o4-mini,2025-04-16,Standard,eastus,,,,5344,8,5,580.45
2026-07-31,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-ai-analytics/providers/microsoft.cognitiveservices/accounts/contoso-foundry-analytics,o4-mini-analytics,o4-mini-analytics,Analytics Copilot,o4-mini,2025-04-16,Standard,eastus,,,,4587,8,2,531.7
2026-07-10,2026-07-31,Contoso AI Non-Production,11111111-1111-1111-1111-111111111111,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/rg-ai-dev/providers/microsoft.cognitiveservices/accounts/contoso-foundry-dev,gpt-5-4-mini-sandbox,gpt-5-4-mini-sandbox,Engineering Sandbox,gpt-5.4-mini,2026-04-01,Standard,eastus,,,,1865,3,1,554.81
2026-07-20,2026-07-31,Contoso AI Non-Production,11111111-1111-1111-1111-111111111111,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/rg-ai-dev/providers/microsoft.cognitiveservices/accounts/contoso-foundry-dev,gpt-5-4-mini-sandbox,gpt-5-4-mini-sandbox,Engineering Sandbox,gpt-5.4-mini,2026-04-01,Standard,eastus,,,,1953,1,1,631.36
2026-07-31,2026-07-31,Contoso AI Non-Production,11111111-1111-1111-1111-111111111111,/subscriptions/11111111-1111-1111-1111-111111111111/resourcegroups/rg-ai-dev/providers/microsoft.cognitiveservices/accounts/contoso-foundry-dev,gpt-5-4-mini-sandbox,gpt-5-4-mini-sandbox,Engineering Sandbox,gpt-5.4-mini,2026-04-01,Standard,eastus,,,,2272,1,2,609.69
2026-07-10,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-copilot-studio/providers/microsoft.cognitiveservices/accounts/contoso-studio,gpt-5-4-agent-runtime,gpt-5-4-agent-runtime,Agent Platform,gpt-5.4,2026-04-01,ProvisionedManaged,eastus,40.0,38.21,49.68,17995,11,108,1306.21
2026-07-20,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-copilot-studio/providers/microsoft.cognitiveservices/accounts/contoso-studio,gpt-5-4-agent-runtime,gpt-5-4-agent-runtime,Agent Platform,gpt-5.4,2026-04-01,ProvisionedManaged,eastus,40.0,48.92,64.25,18815,14,66,1484.8
2026-07-31,2026-07-31,Contoso AI Production,00000000-0000-0000-0000-000000000000,/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/rg-copilot-studio/providers/microsoft.cognitiveservices/accounts/contoso-studio,gpt-5-4-agent-runtime,gpt-5-4-agent-runtime,Agent Platform,gpt-5.4,2026-04-01,ProvisionedManaged,eastus,40.0,47.26,63.57,18904,18,152,1511.53
